,participant,question,choice,task,trial
24242,835,diffOther1,5,0,27
24243,835,diffSelf1,4,0,28
24244,836,absAssess0,15,0,0
24245,836,relAssess0,71,0,1
24246,836,diffOther0,4,0,2
24247,836,diffSelf0,3,0,3
24248,836,Q1,he or she is expected to master the printed form of language.,0,4
24249,836,Q2,man and found,0,5
24250,836,Q3,"poetry, along with all the other arts, is",0,6
24251,836,Q4,it difficult to choose,0,7
24252,836,Q5,to accept responsibility for one's own decisions.,0,8
24253,836,Q6,are native to shores,0,9
24254,836,Q7,"than studying for a long, continuous period.",0,10
24255,836,Q8,those in Crime and Punishment exhibit,0,11
24256,836,Q9,portrayal of the feelings of many Spaniards,0,12
24257,836,Q10,and finally succeeded,0,13
24258,836,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24259,836,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,15
24260,836,Q13,the city council designated him,0,16
24261,836,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
24262,836,Q15,If the room had been brighter,0,18
24263,836,Q16,two students because they used notes anyway.,0,19
24264,836,Q17,through which exchange of gases occurs,0,20
24265,836,Q18,who tend to resist any attempt at,0,21
24266,836,Q19,The amount of water in living cells varies,0,22
24267,836,Q20,The belief of ancient scientists was,0,23
24268,836,score,16,0,24
24269,836,absAssess1,15,0,25
24270,836,relAssess1,62,0,26
24271,836,diffOther1,6,0,27
24272,836,diffSelf1,5,0,28
24273,837,absAssess0,14,0,0
24274,837,relAssess0,61,0,1
24275,837,diffOther0,6,0,2
24276,837,diffSelf0,4,0,3
24277,837,Q1,he or she is expected to master the printed form of language.,0,4
24278,837,Q2,man and found,0,5
24279,837,Q3,"poetry, along with all the other arts, is",0,6
24280,837,Q4,it difficult to choose,0,7
24281,837,Q5,accepting responsibility for one's own decisions.,0,8
24282,837,Q6,are native to shores,0,9
24283,837,Q7,than a long period of continuous study.,0,10
24284,837,Q8,Crime and Punishment exhibits,0,11
24285,837,Q9,portrays the feelings of many Spaniards,0,12
24286,837,Q10,and finally succeeded,0,13
24287,837,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
24288,837,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,15
24289,837,Q13,the city council designated him,0,16
24290,837,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24291,837,Q15,If the room had been brighter,0,18
24292,837,Q16,two students because they used notes anyway.,0,19
24293,837,Q17,through which gas is exchanged,0,20
24294,837,Q18,who tends to resist any attempt at,0,21
24295,837,Q19,The amount of water in living cells varies,0,22
24296,837,Q20,The ancient scientists believe,0,23
24297,837,score,9,0,24
24298,837,absAssess1,14,0,25
24299,837,relAssess1,61,0,26
24300,837,diffOther1,6,0,27
24301,837,diffSelf1,4,0,28
24302,838,absAssess0,13,0,0
24303,838,relAssess0,71,0,1
24304,838,diffOther0,7,0,2
24305,838,diffSelf0,3,0,3
24306,838,Q1,he or she is expected to master the printed form of language.,0,4
24307,838,Q2,man and found,0,5
24308,838,Q3,"poetry, along with all the other arts, are",0,6
24309,838,Q4,it difficult to choose,0,7
24310,838,Q5,accepting responsibility for one's own decisions.,0,8
24311,838,Q6,are native to shores,0,9
24312,838,Q7,"than studying for a long, continuous period.",0,10
24313,838,Q8,those in Crime and Punishment exhibit,0,11
24314,838,Q9,feelings,0,12
24315,838,Q10,and finally succeeded,0,13
24316,838,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24317,838,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24318,838,Q13,the city council designated him,0,16
24319,838,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24320,838,Q15,If the room had been brighter,0,18
24321,838,Q16,two students due to the use of their notes.,0,19
24322,838,Q17,through which gas is exchanged,0,20
24323,838,Q18,who tends to resist any attempt at,0,21
24324,838,Q19,The amount of water in living cells varies,0,22
24325,838,Q20,The belief of ancient scientists was,0,23
24326,838,score,12,0,24
24327,838,absAssess1,10,0,25
24328,838,relAssess1,56,0,26
24329,838,diffOther1,6,0,27
24330,838,diffSelf1,4,0,28
24331,839,absAssess0,10,0,0
24332,839,relAssess0,51,0,1
24333,839,diffOther0,7,0,2
24334,839,diffSelf0,7,0,3
24335,839,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24336,839,Q2,man and there he was able to find,0,5
24337,839,Q3,"poetry, and other arts, is",0,6
24338,839,Q4,it difficult to choose,0,7
24339,839,Q5,accepting responsibility for one's own decisions.,0,8
24340,839,Q6,are native to shores,0,9
24341,839,Q7,"than a long, continuous period of study.",0,10
24342,839,Q8,Crime and Punishment exhibits,0,11
24343,839,Q9,portrays the feelings of many Spaniards,0,12
24344,839,Q10,and finally succeeded,0,13
24345,839,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24346,839,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24347,839,Q13,the city council designated him,0,16
24348,839,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24349,839,Q15,If the room had been brighter,0,18
24350,839,Q16,two students because they used notes anyway.,0,19
24351,839,Q17,through which exchange of gas occurs,0,20
24352,839,Q18,who tends to resist any attempt at,0,21
24353,839,Q19,The amount of water in living cells varies,0,22
24354,839,Q20,The belief of ancient scientists were,0,23
24355,839,score,7,0,24
24356,839,absAssess1,10,0,25
24357,839,relAssess1,60,0,26
24358,839,diffOther1,7,0,27
24359,839,diffSelf1,7,0,28
24360,840,absAssess0,17,0,0
24361,840,relAssess0,84,0,1
24362,840,diffOther0,8,0,2
24363,840,diffSelf0,3,0,3
24364,840,Q1,he or she is expected to master the printed form of language.,0,4
24365,840,Q2,man and there he was able to find,0,5
24366,840,Q3,poetry and art are,0,6
24367,840,Q4,it difficult to choose,0,7
24368,840,Q5,accepting responsibility for one's own decisions.,0,8
24369,840,Q6,is native to most shores,0,9
24370,840,Q7,"than a period of long, continuous study.",0,10
24371,840,Q8,those in Crime and Punishment exhibit,0,11
24372,840,Q9,portrayal of the feelings of many Spaniards,0,12
24373,840,Q10,and finally succeeded,0,13
24374,840,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
24375,840,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24376,840,Q13,the city council designated him,0,16
24377,840,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24378,840,Q15,If the room had been brighter,0,18
24379,840,Q16,two students because they used notes anyway.,0,19
24380,840,Q17,through which gas is exchanged,0,20
24381,840,Q18,who tends to resist any attempt at,0,21
24382,840,Q19,The amounts of water varies in living cells,0,22
24383,840,Q20,The belief of ancient scientists was,0,23
24384,840,score,8,0,24
24385,840,absAssess1,16,0,25
24386,840,relAssess1,83,0,26
24387,840,diffOther1,8,0,27
24388,840,diffSelf1,4,0,28
24389,841,absAssess0,13,0,0
24390,841,relAssess0,54,0,1
24391,841,diffOther0,6,0,2
24392,841,diffSelf0,7,0,3
24393,841,Q1,he or she is expected to master the printed form of language.,0,4
24394,841,Q2,man and had found,0,5
24395,841,Q3,"poetry, along with all the other arts, is",0,6
24396,841,Q4,it difficult to choose,0,7
24397,841,Q5,to accept responsibility for one's own decisions.,0,8
24398,841,Q6,are native to shores,0,9
24399,841,Q7,"than a period of long, continuous study.",0,10
24400,841,Q8,those in Crime and Punishment exhibit,0,11
24401,841,Q9,feelings portrayed by Spaniards,0,12
24402,841,Q10,and finally succeeded,0,13
24403,841,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
24404,841,Q12,"alone or in company, is consistently fascinated at",0,15
24405,841,Q13,the city council designated him,0,16
24406,841,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
24407,841,Q15,If the room had been brighter,0,18
24408,841,Q16,two students because they used notes anyway.,0,19
24409,841,Q17,through which exchange of gases occurs,0,20
24410,841,Q18,who tends to resist any attempt at,0,21
24411,841,Q19,The amount of water in living cells varies,0,22
24412,841,Q20,The belief of ancient scientists was,0,23
24413,841,score,13,0,24
24414,841,absAssess1,13,0,25
24415,841,relAssess1,50,0,26
24416,841,diffOther1,7,0,27
24417,841,diffSelf1,8,0,28
24418,842,absAssess0,13,0,0
24419,842,relAssess0,68,0,1
24420,842,diffOther0,8,0,2
24421,842,diffSelf0,8,0,3
24422,842,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24423,842,Q2,man and found,0,5
24424,842,Q3,"poetry, along with all the other arts, is",0,6
24425,842,Q4,it difficult to choose,0,7
24426,842,Q5,to accept responsibility for one's own decisions.,0,8
24427,842,Q6,is native to shores,0,9
24428,842,Q7,than a long period of continuous study.,0,10
24429,842,Q8,those in Crime and Punishment exhibit,0,11
24430,842,Q9,portrays the feelings of many Spaniards,0,12
24431,842,Q10,and finally succeeded,0,13
24432,842,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,14
24433,842,Q12,"alone or in company, is consistently fascinated at",0,15
24434,842,Q13,he was designated by the city council,0,16
24435,842,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
24436,842,Q15,If the room would have been brighter,0,18
24437,842,Q16,two students because they used notes anyway.,0,19
24438,842,Q17,through which gas is exchanged,0,20
24439,842,Q18,who tends to resist any attempt to,0,21
24440,842,Q19,The amount of water in living cells varies,0,22
24441,842,Q20,The belief of ancient scientists were,0,23
24442,842,score,10,0,24
24443,842,absAssess1,10,0,25
24444,842,relAssess1,54,0,26
24445,842,diffOther1,9,0,27
24446,842,diffSelf1,9,0,28
24447,843,absAssess0,15,0,0
24448,843,relAssess0,60,0,1
24449,843,diffOther0,5,0,2
24450,843,diffSelf0,3,0,3
24451,843,Q1,mastery of the printed form of language is expected of him or her.,0,4
24452,843,Q2,man and found,0,5
24453,843,Q3,poetry and art are,0,6
24454,843,Q4,it difficult to choose,0,7
24455,843,Q5,to accept responsibility for one's own decisions.,0,8
24456,843,Q6,are native to shores,0,9
24457,843,Q7,"than studying for a long, continuous period.",0,10
24458,843,Q8,those in Crime and Punishment exhibit,0,11
24459,843,Q9,feelings portrayed by Spaniards,0,12
24460,843,Q10,and finally succeeded,0,13
24461,843,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,14
24462,843,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24463,843,Q13,he was designated by the city council,0,16
24464,843,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24465,843,Q15,If the room had been brighter,0,18
24466,843,Q16,two students because of them using notes.,0,19
24467,843,Q17,through which gas is exchanged,0,20
24468,843,Q18,who tends to resist any attempt at,0,21
24469,843,Q19,The amount of water in living cells varies,0,22
24470,843,Q20,The belief of ancient scientists were,0,23
24471,843,score,11,0,24
24472,843,absAssess1,13,0,25
24473,843,relAssess1,40,0,26
24474,843,diffOther1,7,0,27
24475,843,diffSelf1,6,0,28
24476,844,absAssess0,16,0,0
24477,844,relAssess0,75,0,1
24478,844,diffOther0,6,0,2
24479,844,diffSelf0,3,0,3
24480,844,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24481,844,Q2,man and found,0,5
24482,844,Q3,"poetry, along with all the other arts, is",0,6
24483,844,Q4,it difficult to choose,0,7
24484,844,Q5,to accept responsibility for one's own decisions.,0,8
24485,844,Q6,are native to shores,0,9
24486,844,Q7,"than a period of long, continuous study.",0,10
24487,844,Q8,those in Crime and Punishment exhibit,0,11
24488,844,Q9,feelings portrayed by Spaniards,0,12
24489,844,Q10,and finally succeeded,0,13
24490,844,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
24491,844,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24492,844,Q13,the city council designated him,0,16
24493,844,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
24494,844,Q15,If the room was brighter,0,18
24495,844,Q16,two students due to the use of their notes.,0,19
24496,844,Q17,through which gas is exchanged,0,20
24497,844,Q18,who tends to resist any attempt at,0,21
24498,844,Q19,The amount of water in living cells varies,0,22
24499,844,Q20,The belief of ancient scientists was,0,23
24500,844,score,11,0,24
24501,844,absAssess1,16,0,25
24502,844,relAssess1,75,0,26
24503,844,diffOther1,5,0,27
24504,844,diffSelf1,3,0,28
24505,845,absAssess0,15,0,0
24506,845,relAssess0,70,0,1
24507,845,diffOther0,7,0,2
24508,845,diffSelf0,4,0,3
24509,845,Q1,he or she is expected to master the printed form of language.,0,4
24510,845,Q2,man and found,0,5
24511,845,Q3,"poetry, along with all the other arts, are",0,6
24512,845,Q4,it difficult to choose,0,7
24513,845,Q5,accepting responsibility for one's own decisions.,0,8
24514,845,Q6,are native to shores,0,9
24515,845,Q7,"than studying for a long, continuous period.",0,10
24516,845,Q8,those in Crime and Punishment exhibit,0,11
24517,845,Q9,portrays the feelings of many Spaniards,0,12
24518,845,Q10,and finally succeeded,0,13
24519,845,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,14
24520,845,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24521,845,Q13,the city council designated him,0,16
24522,845,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24523,845,Q15,If the room had been brighter,0,18
24524,845,Q16,two students because they used notes anyway.,0,19
24525,845,Q17,through which exchange of gases occurs,0,20
24526,845,Q18,who tends to resist any attempt at,0,21
24527,845,Q19,The amounts of water varies in living cells,0,22
24528,845,Q20,The belief of ancient scientists was,0,23
24529,845,score,12,0,24
24530,845,absAssess1,15,0,25
24531,845,relAssess1,60,0,26
24532,845,diffOther1,7,0,27
24533,845,diffSelf1,6,0,28
24534,846,absAssess0,16,0,0
24535,846,relAssess0,75,0,1
24536,846,diffOther0,5,0,2
24537,846,diffSelf0,3,0,3
24538,846,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24539,846,Q2,man and there he was able to find,0,5
24540,846,Q3,"poetry, along with all the other arts, is",0,6
24541,846,Q4,it difficult to choose,0,7
24542,846,Q5,to accept responsibility for one's own decisions.,0,8
24543,846,Q6,are native to shores,0,9
24544,846,Q7,"than a period of long, continuous study.",0,10
24545,846,Q8,those in Crime and Punishment exhibit,0,11
24546,846,Q9,portrayal of the feelings of many Spaniards,0,12
24547,846,Q10,and finally succeeded,0,13
24548,846,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24549,846,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,15
24550,846,Q13,the city council designated him,0,16
24551,846,Q14,"Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?",0,17
24552,846,Q15,If the room had been brighter,0,18
24553,846,Q16,two students due to the use of their notes.,0,19
24554,846,Q17,through which exchange of gases occurs,0,20
24555,846,Q18,who tend to resist any attempt at,0,21
24556,846,Q19,The amount of water in living cells vary,0,22
24557,846,Q20,The belief of ancient scientists were,0,23
24558,846,score,9,0,24
24559,846,absAssess1,17,0,25
24560,846,relAssess1,65,0,26
24561,846,diffOther1,6,0,27
24562,846,diffSelf1,5,0,28
24563,847,absAssess0,15,0,0
24564,847,relAssess0,76,0,1
24565,847,diffOther0,8,0,2
24566,847,diffSelf0,5,0,3
24567,847,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24568,847,Q2,man and found,0,5
24569,847,Q3,poetry along with all the other arts is,0,6
24570,847,Q4,it difficult to choose,0,7
24571,847,Q5,to accept responsibility for one's own decisions.,0,8
24572,847,Q6,are native to shores,0,9
24573,847,Q7,"than studying for a long, continuous period.",0,10
24574,847,Q8,those in Crime and Punishment exhibit,0,11
24575,847,Q9,portrayal of the feelings of many Spaniards,0,12
24576,847,Q10,and finally succeeded,0,13
24577,847,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,14
24578,847,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,15
24579,847,Q13,he was designated by the city council,0,16
24580,847,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
24581,847,Q15,If the room had been brighter,0,18
24582,847,Q16,two students due to the use of their notes.,0,19
24583,847,Q17,through which gas is exchanged,0,20
24584,847,Q18,who tends to resist any attempt at,0,21
24585,847,Q19,The amount of water in living cells varies,0,22
24586,847,Q20,The ancient scientists beliefs were,0,23
24587,847,score,10,0,24
24588,847,absAssess1,15,0,25
24589,847,relAssess1,80,0,26
24590,847,diffOther1,7,0,27
24591,847,diffSelf1,7,0,28
24592,848,absAssess0,17,0,0
24593,848,relAssess0,80,0,1
24594,848,diffOther0,5,0,2
24595,848,diffSelf0,3,0,3
24596,848,Q1,he or she is expected to master the printed form of language.,0,4
24597,848,Q2,man and found,0,5
24598,848,Q3,"poetry, along with all the other arts, is",0,6
24599,848,Q4,it difficult to choose,0,7
24600,848,Q5,to accept responsibility for one's own decisions.,0,8
24601,848,Q6,are native to shores,0,9
24602,848,Q7,"than a period of long, continuous study.",0,10
24603,848,Q8,those in Crime and Punishment exhibit,0,11
24604,848,Q9,portrays the feelings of many Spaniards,0,12
24605,848,Q10,and finally succeeded,0,13
24606,848,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24607,848,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24608,848,Q13,the city council designated him,0,16
24609,848,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
24610,848,Q15,If the room was brighter,0,18
24611,848,Q16,two students due to the use of their notes.,0,19
24612,848,Q17,through which gas is exchanged,0,20
24613,848,Q18,who tends to resist any attempt at,0,21
24614,848,Q19,The amount of water in living cells varies,0,22
24615,848,Q20,The belief of ancient scientists was,0,23
24616,848,score,12,0,24
24617,848,absAssess1,14,0,25
24618,848,relAssess1,55,0,26
24619,848,diffOther1,7,0,27
24620,848,diffSelf1,6,0,28
24621,849,absAssess0,12,0,0
24622,849,relAssess0,60,0,1
24623,849,diffOther0,5,0,2
24624,849,diffSelf0,4,0,3
24625,849,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24626,849,Q2,man and found,0,5
24627,849,Q3,poetry along with all the other arts is,0,6
24628,849,Q4,it difficult to choose,0,7
24629,849,Q5,to accept responsibility for one's own decisions.,0,8
24630,849,Q6,are native to shores,0,9
24631,849,Q7,"than studying for a long, continuous period.",0,10
24632,849,Q8,those in Crime and Punishment exhibit,0,11
24633,849,Q9,portrayal of the feelings of many Spaniards,0,12
24634,849,Q10,and finally succeeded,0,13
24635,849,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
24636,849,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,15
24637,849,Q13,the city council designated him,0,16
24638,849,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24639,849,Q15,If the room had been brighter,0,18
24640,849,Q16,two students due to the use of their notes.,0,19
24641,849,Q17,through which gas is exchanged,0,20
24642,849,Q18,who tends to resist any attempt at,0,21
24643,849,Q19,The amount of water in living cells varies,0,22
24644,849,Q20,The belief of ancient scientists was,0,23
24645,849,score,10,0,24
24646,849,absAssess1,15,0,25
24647,849,relAssess1,61,0,26
24648,849,diffOther1,4,0,27
24649,849,diffSelf1,5,0,28
24650,850,absAssess0,16,0,0
24651,850,relAssess0,70,0,1
24652,850,diffOther0,6,0,2
24653,850,diffSelf0,2,0,3
24654,850,Q1,he or she is expected to master the printed form of language.,0,4
24655,850,Q2,man and found,0,5
24656,850,Q3,"poetry, along with all the other arts, is",0,6
24657,850,Q4,it difficult to choose,0,7
24658,850,Q5,to accept responsibility for one's own decisions.,0,8
24659,850,Q6,are native to shores,0,9
24660,850,Q7,"than a long, continuous period of study.",0,10
24661,850,Q8,those in Crime and Punishment exhibit,0,11
24662,850,Q9,feelings portrayed by Spaniards,0,12
24663,850,Q10,and finally succeeded,0,13
24664,850,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
24665,850,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24666,850,Q13,he was designated by the city council,0,16
24667,850,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24668,850,Q15,If the room had been brighter,0,18
24669,850,Q16,two students because they used notes anyway.,0,19
24670,850,Q17,through which gas is exchanged,0,20
24671,850,Q18,who tends to resist any attempt at,0,21
24672,850,Q19,The amount of water in living cells varies,0,22
24673,850,Q20,The ancient scientists beliefs were,0,23
24674,850,score,13,0,24
24675,850,absAssess1,18,0,25
24676,850,relAssess1,80,0,26
24677,850,diffOther1,8,0,27
24678,850,diffSelf1,3,0,28
24679,851,absAssess0,15,0,0
24680,851,relAssess0,60,0,1
24681,851,diffOther0,5,0,2
24682,851,diffSelf0,4,0,3
24683,851,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24684,851,Q2,man and there he was able to find,0,5
24685,851,Q3,"poetry, along with all the other arts, is",0,6
24686,851,Q4,it difficult to choose,0,7
24687,851,Q5,to accept responsibility for one's own decisions.,0,8
24688,851,Q6,are native to shores,0,9
24689,851,Q7,"than a period of long, continuous study.",0,10
24690,851,Q8,those in Crime and Punishment exhibit,0,11
24691,851,Q9,feelings,0,12
24692,851,Q10,and finally succeeded,0,13
24693,851,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24694,851,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24695,851,Q13,he was designated by the city council,0,16
24696,851,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24697,851,Q15,If the room had been brighter,0,18
24698,851,Q16,two students due to the use of their notes.,0,19
24699,851,Q17,through which gas is exchanged,0,20
24700,851,Q18,who tend to resist any attempt at,0,21
24701,851,Q19,The amount of water in living cells varies,0,22
24702,851,Q20,The belief of ancient scientists were,0,23
24703,851,score,12,0,24
24704,851,absAssess1,15,0,25
24705,851,relAssess1,50,0,26
24706,851,diffOther1,7,0,27
24707,851,diffSelf1,7,0,28
24708,852,absAssess0,17,0,0
24709,852,relAssess0,80,0,1
24710,852,diffOther0,7,0,2
24711,852,diffSelf0,3,0,3
24712,852,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24713,852,Q2,man and found,0,5
24714,852,Q3,poetry and art are,0,6
24715,852,Q4,it difficult to choose,0,7
24716,852,Q5,to accept responsibility for one's own decisions.,0,8
24717,852,Q6,are native to shores,0,9
24718,852,Q7,than a long period of continuous study.,0,10
24719,852,Q8,those in Crime and Punishment exhibit,0,11
24720,852,Q9,feelings,0,12
24721,852,Q10,and finally succeeded,0,13
24722,852,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24723,852,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24724,852,Q13,the city council designated him,0,16
24725,852,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24726,852,Q15,If the room had been brighter,0,18
24727,852,Q16,two students due to the use of their notes.,0,19
24728,852,Q17,through which gas is exchanged,0,20
24729,852,Q18,who tends to resist any attempt at,0,21
24730,852,Q19,The amount of water in living cells varies,0,22
24731,852,Q20,The belief of ancient scientists was,0,23
24732,852,score,12,0,24
24733,852,absAssess1,16,0,25
24734,852,relAssess1,75,0,26
24735,852,diffOther1,9,0,27
24736,852,diffSelf1,4,0,28
24737,853,absAssess0,15,0,0
24738,853,relAssess0,60,0,1
24739,853,diffOther0,5,0,2
24740,853,diffSelf0,5,0,3
24741,853,Q1,he or she is expected to master the printed form of language.,0,4
24742,853,Q2,man and found,0,5
24743,853,Q3,poetry along with all the other arts is,0,6
24744,853,Q4,it difficult to choose,0,7
24745,853,Q5,to accept responsibility for one's own decisions.,0,8
24746,853,Q6,are native to shores,0,9
24747,853,Q7,"than a period of long, continuous study.",0,10
24748,853,Q8,those in Crime and Punishment exhibit,0,11
24749,853,Q9,feelings portrayed by Spaniards,0,12
24750,853,Q10,and finally succeeded,0,13
24751,853,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,14
24752,853,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24753,853,Q13,the city council designated him,0,16
24754,853,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24755,853,Q15,If the room was brighter,0,18
24756,853,Q16,two students due to the use of their notes.,0,19
24757,853,Q17,through which gas is exchanged,0,20
24758,853,Q18,who tends to resist any attempt at,0,21
24759,853,Q19,The amount of water in living cells varies,0,22
24760,853,Q20,The ancient scientists believe,0,23
24761,853,score,9,0,24
24762,853,absAssess1,15,0,25
24763,853,relAssess1,60,0,26
24764,853,diffOther1,6,0,27
24765,853,diffSelf1,6,0,28
24766,854,absAssess0,15,0,0
24767,854,relAssess0,70,0,1
24768,854,diffOther0,5,0,2
24769,854,diffSelf0,3,0,3
24770,854,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24771,854,Q2,man and found,0,5
24772,854,Q3,poetry along with all the other arts is,0,6
24773,854,Q4,it difficult to choose,0,7
24774,854,Q5,to accept responsibility for one's own decisions.,0,8
24775,854,Q6,are native to shores,0,9
24776,854,Q7,"than studying for a long, continuous period.",0,10
24777,854,Q8,those in Crime and Punishment exhibit,0,11
24778,854,Q9,feelings portrayed by Spaniards,0,12
24779,854,Q10,and finally succeeded,0,13
24780,854,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24781,854,Q12,"alone or in company, is consistently fascinated at",0,15
24782,854,Q13,the city council will designate him,0,16
24783,854,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24784,854,Q15,If the room was brighter,0,18
24785,854,Q16,two students due to the use of their notes.,0,19
24786,854,Q17,through which gas is exchanged,0,20
24787,854,Q18,who tend to resist any attempt at,0,21
24788,854,Q19,The amount of water in living cells varies,0,22
24789,854,Q20,The ancient scientists beliefs were,0,23
24790,854,score,10,0,24
24791,854,absAssess1,15,0,25
24792,854,relAssess1,70,0,26
24793,854,diffOther1,5,0,27
24794,854,diffSelf1,3,0,28
24795,855,absAssess0,10,0,0
24796,855,relAssess0,52,0,1
24797,855,diffOther0,4,0,2
24798,855,diffSelf0,5,0,3
24799,855,Q1,he or she is expected to master the printed form of language.,0,4
24800,855,Q2,man and found,0,5
24801,855,Q3,"poetry, along with all the other arts, is",0,6
24802,855,Q4,it difficult to choose,0,7
24803,855,Q5,accepting responsibility for one's own decisions.,0,8
24804,855,Q6,are native to shores,0,9
24805,855,Q7,than a long period of continuous study.,0,10
24806,855,Q8,those in Crime and Punishment exhibit,0,11
24807,855,Q9,feelings,0,12
24808,855,Q10,and finally succeeded,0,13
24809,855,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
24810,855,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24811,855,Q13,the city council designated him,0,16
24812,855,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24813,855,Q15,If the room had been brighter,0,18
24814,855,Q16,two students because they used notes anyway.,0,19
